"ID","Title","Content","Acceptance Criteria","Review Requirements","State","Labels"
"151","[#151] 清理 analyzer：lib/shared/widgets/emoji_text.dart（2 条）","目标文件：lib/shared/widgets/emoji_text.dart；动态排名 #151；共 2 条 issue（W0/I2/E0）。主簇：depend_on_referenced_packages×1、unnecessary_import×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（按全文件扫描确认），最后样式卫生（depend_on_referenced_packages×1、unnecessary_import×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#151;issues=2;warnings=0;area=shared/widgets;top=depend_on_referenced_packages|unnecessary_import"
"152","[#152] 清理 analyzer：lib/shared/widgets/ios_switch.dart（2 条）","目标文件：lib/shared/widgets/ios_switch.dart；动态排名 #152；共 2 条 issue（W0/I2/E0）。主簇：deprecated_member_use×2。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×2），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#152;issues=2;warnings=0;area=shared/widgets;top=deprecated_member_use"
"153","[#153] 清理 analyzer：lib/core/providers/hotkey_provider.dart（1 条）","目标文件：lib/core/providers/hotkey_provider.dart；动态排名 #153；共 1 条 issue（W1/I0/E0）。主簇：unnecessary_non_null_assertion×1。修复顺序：先行为/正确性风险（unnecessary_non_null_assertion×1），再 API 漂移（按全文件扫描确认），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#153;issues=1;warnings=1;area=core/providers;top=unnecessary_non_null_assertion"
"154","[#154] 清理 analyzer：lib/core/services/api_key_manager.dart（1 条）","目标文件：lib/core/services/api_key_manager.dart；动态排名 #154；共 1 条 issue（W1/I0/E0）。主簇：unreachable_switch_default×1。修复顺序：先行为/正确性风险（unreachable_switch_default×1），再 API 漂移（按全文件扫描确认），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#154;issues=1;warnings=1;area=core/services;top=unreachable_switch_default"
"155","[#155] 清理 analyzer：lib/core/services/api/providers/openai_chat_completions.dart（1 条）","目标文件：lib/core/services/api/providers/openai_chat_completions.dart；动态排名 #155；共 1 条 issue（W1/I0/E0）。主簇：unnecessary_cast×1。修复顺序：先行为/正确性风险（unnecessary_cast×1），再 API 漂移（按全文件扫描确认），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#155;issues=1;warnings=1;area=core/services;top=unnecessary_cast"
"156","[#156] 清理 analyzer：lib/core/services/chat/prompt_transformer.dart（1 条）","目标文件：lib/core/services/chat/prompt_transformer.dart；动态排名 #156；共 1 条 issue（W1/I0/E0）。主簇：unused_import×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（按全文件扫描确认），最后样式卫生（unused_import×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#156;issues=1;warnings=1;area=core/services;top=unused_import"
"157","[#157] 清理 analyzer：lib/core/services/instruction_injection_store.dart（1 条）","目标文件：lib/core/services/instruction_injection_store.dart；动态排名 #157；共 1 条 issue（W1/I0/E0）。主簇：unused_field×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（按全文件扫描确认），最后样式卫生（unused_field×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#157;issues=1;warnings=1;area=core/services;top=unused_field"
"158","[#158] 清理 analyzer：lib/core/services/search/providers/bing_search_service.dart（1 条）","目标文件：lib/core/services/search/providers/bing_search_service.dart；动态排名 #158；共 1 条 issue（W1/I0/E0）。主簇：unused_import×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（按全文件扫描确认），最后样式卫生（unused_import×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#158;issues=1;warnings=1;area=core/services;top=unused_import"
"159","[#159] 清理 analyzer：lib/core/services/search/providers/duckduckgo_search_service.dart（1 条）","目标文件：lib/core/services/search/providers/duckduckgo_search_service.dart；动态排名 #159；共 1 条 issue（W1/I0/E0）。主簇：unnecessary_type_check×1。修复顺序：先行为/正确性风险（unnecessary_type_check×1），再 API 漂移（按全文件扫描确认），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#159;issues=1;warnings=1;area=core/services;top=unnecessary_type_check"
"160","[#160] 清理 analyzer：lib/desktop/menu_anchor.dart（1 条）","目标文件：lib/desktop/menu_anchor.dart；动态排名 #160；共 1 条 issue（W1/I0/E0）。主簇：invalid_null_aware_operator×1。修复顺序：先行为/正确性风险（invalid_null_aware_operator×1），再 API 漂移（按全文件扫描确认），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 该任务属于桌面层，纳入“每 5 个 desktop 文件一次 flutter build macos --debug、最终再执行一次”的批次护栏。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#160;issues=1;warnings=1;area=desktop/menu_anchor.dart;desktop;top=invalid_null_aware_operator"
"161","[#161] 清理 analyzer：lib/desktop/window_size_manager.dart（1 条）","目标文件：lib/desktop/window_size_manager.dart；动态排名 #161；共 1 条 issue（W1/I0/E0）。主簇：unused_import×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（按全文件扫描确认），最后样式卫生（unused_import×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 该任务属于桌面层，纳入“每 5 个 desktop 文件一次 flutter build macos --debug、最终再执行一次”的批次护栏。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#161;issues=1;warnings=1;area=desktop/window_size_manager.dart;desktop;top=unused_import"
"162","[#162] 清理 analyzer：lib/utils/avatar_cache.dart（1 条）","目标文件：lib/utils/avatar_cache.dart；动态排名 #162；共 1 条 issue（W1/I0/E0）。主簇：unused_import×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（按全文件扫描确认），最后样式卫生（unused_import×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#162;issues=1;warnings=1;area=utils;top=unused_import"
"163","[#163] 清理 analyzer：lib/core/models/conversation.dart（1 条）","目标文件：lib/core/models/conversation.dart；动态排名 #163；共 1 条 issue（W0/I1/E0）。主簇：prefer_initializing_formals×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（按全文件扫描确认），最后样式卫生（prefer_initializing_formals×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#163;issues=1;warnings=0;area=core/models;top=prefer_initializing_formals"
"164","[#164] 清理 analyzer：lib/core/services/learning_mode_store.dart（1 条）","目标文件：lib/core/services/learning_mode_store.dart；动态排名 #164；共 1 条 issue（W0/I1/E0）。主簇：curly_braces_in_flow_control_structures×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（按全文件扫描确认），最后样式卫生（curly_braces_in_flow_control_structures×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#164;issues=1;warnings=0;area=core/services;top=curly_braces_in_flow_control_structures"
"165","[#165] 清理 analyzer：lib/core/services/mcp/kelivo_fetch/kelivo_fetch_inmemory.dart（1 条）","目标文件：lib/core/services/mcp/kelivo_fetch/kelivo_fetch_inmemory.dart；动态排名 #165；共 1 条 issue（W0/I1/E0）。主簇：curly_braces_in_flow_control_structures×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（按全文件扫描确认），最后样式卫生（curly_braces_in_flow_control_structures×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#165;issues=1;warnings=0;area=core/services;top=curly_braces_in_flow_control_structures"
"166","[#166] 清理 analyzer：lib/desktop/desktop_tray_controller.dart（1 条）","目标文件：lib/desktop/desktop_tray_controller.dart；动态排名 #166；共 1 条 issue（W0/I1/E0）。主簇：deprecated_member_use×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×1），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 该任务属于桌面层，纳入“每 5 个 desktop 文件一次 flutter build macos --debug、最终再执行一次”的批次护栏。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#166;issues=1;warnings=0;area=desktop/desktop_tray_controller.dart;desktop;top=deprecated_member_use"
"167","[#167] 清理 analyzer：lib/desktop/macos_window_position.dart（1 条）","目标文件：lib/desktop/macos_window_position.dart；动态排名 #167；共 1 条 issue（W0/I1/E0）。主簇：unnecessary_import×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（按全文件扫描确认），最后样式卫生（unnecessary_import×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 该任务属于桌面层，纳入“每 5 个 desktop 文件一次 flutter build macos --debug、最终再执行一次”的批次护栏。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#167;issues=1;warnings=0;area=desktop/macos_window_position.dart;desktop;top=unnecessary_import"
"168","[#168] 清理 analyzer：lib/features/chat/widgets/select_copy_sheet.dart（1 条）","目标文件：lib/features/chat/widgets/select_copy_sheet.dart；动态排名 #168；共 1 条 issue（W0/I1/E0）。主簇：deprecated_member_use×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×1），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#168;issues=1;warnings=0;area=features/chat;top=deprecated_member_use"
"169","[#169] 清理 analyzer：lib/features/home/controllers/streaming_content_notifier.dart（1 条）","目标文件：lib/features/home/controllers/streaming_content_notifier.dart；动态排名 #169；共 1 条 issue（W0/I1/E0）。主簇：unintended_html_in_doc_comment×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（按全文件扫描确认），最后样式卫生（unintended_html_in_doc_comment×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#169;issues=1;warnings=0;area=features/home;top=unintended_html_in_doc_comment"
"170","[#170] 清理 analyzer：lib/features/home/widgets/chat_selection_app_bar.dart（1 条）","目标文件：lib/features/home/widgets/chat_selection_app_bar.dart；动态排名 #170；共 1 条 issue（W0/I1/E0）。主簇：deprecated_member_use×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×1），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#170;issues=1;warnings=0;area=features/home;top=deprecated_member_use"
"171","[#171] 清理 analyzer：lib/features/home/widgets/file_processing_indicator.dart（1 条）","目标文件：lib/features/home/widgets/file_processing_indicator.dart；动态排名 #171；共 1 条 issue（W0/I1/E0）。主簇：deprecated_member_use×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×1），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#171;issues=1;warnings=0;area=features/home;top=deprecated_member_use"
"172","[#172] 清理 analyzer：lib/features/home/widgets/model_icon.dart（1 条）","目标文件：lib/features/home/widgets/model_icon.dart；动态排名 #172；共 1 条 issue（W0/I1/E0）。主簇：deprecated_member_use×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×1），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#172;issues=1;warnings=0;area=features/home;top=deprecated_member_use"
"173","[#173] 清理 analyzer：lib/features/provider/widgets/provider_group_picker_sheet.dart（1 条）","目标文件：lib/features/provider/widgets/provider_group_picker_sheet.dart；动态排名 #173；共 1 条 issue（W0/I1/E0）。主簇：deprecated_member_use×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×1），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","未开始","根包analyze;文件级闭环;动态排名#173;issues=1;warnings=0;area=features/provider;top=deprecated_member_use"
